Received: {'transaction_id': 'TXN0100', 'amount': 1209, 'currency': 'THB', 'timestamp': '2026-01-09T21:57:39.711749+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC011', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0117', 'amount': 7652, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:16.648671+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC020', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0118', 'amount': 18334, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:19.49482+07:00', 'sender_account': 'ACC006', 'receiver_account': 'ACC016', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0119', 'amount': 13730, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:21.499514+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC008', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0121', 'amount': 1739, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:25.113533+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC012', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122_M0', 'amount': 47651, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:27.165468+07:00', 'sender_account': 'ACC010', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122_M1', 'amount': 45323, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:27.697971+07:00', 'sender_account': 'ACC005', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122_M2', 'amount': 47991, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:28.228994+07:00', 'sender_account': 'ACC010', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122_M3', 'amount': 47594, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:28.74551+07:00', 'sender_account': 'ACC016', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122_M4', 'amount': 47517, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:29.276763+07:00', 'sender_account': 'ACC014', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0124', 'amount': 14655, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:33.311288+07:00', 'sender_account': 'ACC009', 'receiver_account': 'ACC017', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0125', 'amount': 14583, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:36.121105+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC001', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0127', 'amount': 11275, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:41.657499+07:00', 'sender_account': 'ACC001', 'receiver_account': 'ACC007', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0128', 'amount': 9930, 'currency': 'THB', 'timestamp': '2026-01-09T21:58:43.49258+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC002', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0100', 'amount': 12449, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:41.903111+07:00', 'sender_account': 'ACC002', 'receiver_account': 'ACC008', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0101_M0', 'amount': 47132, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:44.312608+07:00', 'sender_account': 'ACC016', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0101_M1', 'amount': 46708, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:44.840552+07:00', 'sender_account': 'ACC011', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0101_M2', 'amount': 48255, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:45.367455+07:00', 'sender_account': 'ACC019', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0101_M3', 'amount': 48135, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:45.896061+07:00', 'sender_account': 'ACC020', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0101_M4', 'amount': 48051, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:46.421007+07:00', 'sender_account': 'ACC019', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0102', 'amount': 15787, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:48.060542+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC008', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0103', 'amount': 15956, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:49.143854+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC014', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0104', 'amount': 18411, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:50.66606+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC020', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0106', 'amount': 6328, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:55.471364+07:00', 'sender_account': 'ACC008', 'receiver_account': 'ACC002', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0107', 'amount': 11581, 'currency': 'THB', 'timestamp': '2026-01-09T22:00:57.714592+07:00', 'sender_account': 'ACC006', 'receiver_account': 'ACC015', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0108', 'amount': 3768, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:00.198799+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC016', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0110', 'amount': 16069, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:04.951358+07:00', 'sender_account': 'ACC010', 'receiver_account': 'ACC005', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0111', 'amount': 10724, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:07.896471+07:00', 'sender_account': 'ACC008', 'receiver_account': 'ACC010', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0112', 'amount': 8233, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:10.65732+07:00', 'sender_account': 'ACC004', 'receiver_account': 'ACC013', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0113', 'amount': 14656, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:13.425009+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC006', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0114', 'amount': 9656, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:15.132921+07:00', 'sender_account': 'ACC006', 'receiver_account': 'ACC004', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0116', 'amount': 11696, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:17.620993+07:00', 'sender_account': 'ACC009', 'receiver_account': 'ACC008', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0117', 'amount': 16535, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:20.560514+07:00', 'sender_account': 'ACC002', 'receiver_account': 'ACC011', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0118', 'amount': 3206, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:22.803227+07:00', 'sender_account': 'ACC009', 'receiver_account': 'ACC005', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0119', 'amount': 3518, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:24.140672+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC007', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0120', 'amount': 2220, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:26.806761+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC012', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0121', 'amount': 19982, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:28.301017+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC002', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0122', 'amount': 14099, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:30.093961+07:00', 'sender_account': 'ACC001', 'receiver_account': 'ACC010', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0123', 'amount': 5802, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:32.949355+07:00', 'sender_account': 'ACC003', 'receiver_account': 'ACC019', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0124', 'amount': 10008, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:34.149648+07:00', 'sender_account': 'ACC002', 'receiver_account': 'ACC014', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0125', 'amount': 18520, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:35.538831+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC017', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0126', 'amount': 11568, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:36.810604+07:00', 'sender_account': 'ACC010', 'receiver_account': 'ACC004', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0127', 'amount': 9215, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:39.614531+07:00', 'sender_account': 'ACC002', 'receiver_account': 'ACC007', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0128', 'amount': 16676, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:41.882142+07:00', 'sender_account': 'ACC004', 'receiver_account': 'ACC003', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0130', 'amount': 16862, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:47.104946+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC014', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0131', 'amount': 1265, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:50.123616+07:00', 'sender_account': 'ACC010', 'receiver_account': 'ACC018', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0132', 'amount': 10415, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:51.379357+07:00', 'sender_account': 'ACC010', 'receiver_account': 'ACC015', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0133_M0', 'amount': 48657, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:52.439738+07:00', 'sender_account': 'ACC007', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0133_M1', 'amount': 46529, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:52.968984+07:00', 'sender_account': 'ACC015', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Khon Kaen', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0133_M2', 'amount': 48633, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:53.492339+07:00', 'sender_account': 'ACC011', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV005', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0133_M3', 'amount': 47131, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:54.02704+07:00', 'sender_account': 'ACC019', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV002', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0133_M4', 'amount': 46364, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:54.558022+07:00', 'sender_account': 'ACC016', 'receiver_account': 'MULE_ACC_999', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV004', 'channel': 'mobile', 'location': 'Phuket', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0134', 'amount': 98646, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:56.469533+07:00', 'sender_account': 'ACC014', 'receiver_account': 'NEW_ACC_981', 'sender_ip': '10.0.0.66', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Pattaya', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0135', 'amount': 8828, 'currency': 'THB', 'timestamp': '2026-01-09T22:01:58.903006+07:00', 'sender_account': 'ACC005', 'receiver_account': 'ACC020', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV003', 'channel': 'mobile', 'location': 'Chiang Mai', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0136', 'amount': 1599, 'currency': 'THB', 'timestamp': '2026-01-09T22:02:01.661628+07:00', 'sender_account': 'ACC007', 'receiver_account': 'ACC016', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
Received: {'transaction_id': 'TXN0137', 'amount': 6640, 'currency': 'THB', 'timestamp': '2026-01-09T22:02:03.225771+07:00', 'sender_account': 'ACC004', 'receiver_account': 'ACC003', 'sender_ip': '192.168.1.1', 'receiver_ip': '192.168.1.2', 'device_id': 'DEV001', 'channel': 'mobile', 'location': 'Bangkok', 'transaction_type': 'transfer'}
